,experiment,item_id,condition,sentence,expected,prediction,error,model,e_size
193,orig_multiple_attractors,33,SSS,the principal that paid the carpenter for the repair,VBZ,VBZ,False,7,1000
199,orig_multiple_attractors,34,SSS,the driver that steered the car into the tree,VBZ,VBZ,False,7,1000
205,orig_multiple_attractors,35,SSS,the volunteer that cooked the meal for the refugee,VBZ,VBZ,False,7,1000
211,orig_multiple_attractors,36,SSS,the conductor that flew the blimp through the cloud,VBZ,VBZ,False,7,1000
1,orig_multiple_attractors,1,SSS,the bird that ate the worm near the tree,VBZ,VBZ,False,8,1000
7,orig_multiple_attractors,2,SSS,the man that played the song for the crowd,VBZ,VBZ,False,8,1000
13,orig_multiple_attractors,3,SSS,the doctor that helped the nurse in the lab,VBZ,VBZ,False,8,1000
19,orig_multiple_attractors,4,SSS,the artist that painted the picture on the canvas,VBZ,VBZ,False,8,1000
25,orig_multiple_attractors,5,SSS,the wrestler that fought the enemy in the ring,VBZ,VBZ,False,8,1000
31,orig_multiple_attractors,6,SSS,the student that read the book near the window,VBZ,VBZ,False,8,1000
37,orig_multiple_attractors,7,SSS,the teacher that wrote the word on the board,VBZ,VBZ,False,8,1000
43,orig_multiple_attractors,8,SSS,the cop that searched the street for the criminal,VBZ,VBZ,False,8,1000
49,orig_multiple_attractors,9,SSS,the banker that checked the account for the error,VBZ,VBZ,False,8,1000
55,orig_multiple_attractors,10,SSS,the actor that performed the show on the stage,VBZ,VBZ,False,8,1000
61,orig_multiple_attractors,11,SSS,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,8,1000
67,orig_multiple_attractors,12,SSS,the coach that watched the player for the mistake,VBZ,VBZ,False,8,1000
73,orig_multiple_attractors,13,SSS,the father that cleaned the dish near the table,VBZ,VBZ,False,8,1000
79,orig_multiple_attractors,14,SSS,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,8,1000
85,orig_multiple_attractors,15,SSS,the customer that paid the bill in the restaurant,VBZ,VBZ,False,8,1000
91,orig_multiple_attractors,16,SSS,the captain that steered the ship through the storm,VBZ,VBZ,False,8,1000
97,orig_multiple_attractors,17,SSS,the chef that cooked the dinner near the stove,VBZ,VBZ,False,8,1000
103,orig_multiple_attractors,18,SSS,the pilot that flew the airplane around the country,VBZ,VBZ,False,8,1000
109,orig_multiple_attractors,19,SSS,the frog that ate the fly near the pond,VBZ,VBZ,False,8,1000
115,orig_multiple_attractors,20,SSS,the child that played the game with the friend,VBZ,VBZ,False,8,1000
121,orig_multiple_attractors,21,SSS,the guide that helped the student with the test,VBZ,VBZ,False,8,1000
127,orig_multiple_attractors,22,SSS,the brush that painted the image on the wall,VBZ,VBZ,False,8,1000
133,orig_multiple_attractors,23,SSS,the punk that fought the senator in the alley,VBZ,VBZ,False,8,1000
139,orig_multiple_attractors,24,SSS,the speaker that read the story to the student,VBZ,VBZ,False,8,1000
145,orig_multiple_attractors,25,SSS,the teen that wrote the poem about the girl,VBZ,VBZ,False,8,1000
151,orig_multiple_attractors,26,SSS,the child that searched the drawer for the treat,VBZ,VBZ,False,8,1000
157,orig_multiple_attractors,27,SSS,the assistant that checked the mailbox for the letter,VBZ,VBZ,False,8,1000
163,orig_multiple_attractors,28,SSS,the guitarist that performed the solo on the tour,VBZ,VBZ,False,8,1000
169,orig_multiple_attractors,29,SSS,the needle that stabbed the thread into the fabric,VBZ,VBZ,False,8,1000
175,orig_multiple_attractors,30,SSS,the spectator that watched the movie in the theater,VBZ,VBZ,False,8,1000
181,orig_multiple_attractors,31,SSS,the maid that cleaned the bathroom in the house,VBZ,VBZ,False,8,1000
187,orig_multiple_attractors,32,SSS,the fan that drank the beer at the game,VBZ,VBZ,False,8,1000
193,orig_multiple_attractors,33,SSS,the principal that paid the carpenter for the repair,VBZ,VBZ,False,8,1000
199,orig_multiple_attractors,34,SSS,the driver that steered the car into the tree,VBZ,VBZ,False,8,1000
205,orig_multiple_attractors,35,SSS,the volunteer that cooked the meal for the refugee,VBZ,VBZ,False,8,1000
211,orig_multiple_attractors,36,SSS,the conductor that flew the blimp through the cloud,VBZ,VBZ,False,8,1000
1,orig_multiple_attractors,1,SSS,the bird that ate the worm near the tree,VBZ,VBZ,False,9,1000
7,orig_multiple_attractors,2,SSS,the man that played the song for the crowd,VBZ,VBZ,False,9,1000
13,orig_multiple_attractors,3,SSS,the doctor that helped the nurse in the lab,VBZ,VBZ,False,9,1000
19,orig_multiple_attractors,4,SSS,the artist that painted the picture on the canvas,VBZ,VBZ,False,9,1000
25,orig_multiple_attractors,5,SSS,the wrestler that fought the enemy in the ring,VBZ,VBZ,False,9,1000
31,orig_multiple_attractors,6,SSS,the student that read the book near the window,VBZ,VBZ,False,9,1000
37,orig_multiple_attractors,7,SSS,the teacher that wrote the word on the board,VBZ,VBZ,False,9,1000
43,orig_multiple_attractors,8,SSS,the cop that searched the street for the criminal,VBZ,VBZ,False,9,1000
49,orig_multiple_attractors,9,SSS,the banker that checked the account for the error,VBZ,VBZ,False,9,1000
55,orig_multiple_attractors,10,SSS,the actor that performed the show on the stage,VBZ,VBZ,False,9,1000
61,orig_multiple_attractors,11,SSS,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,9,1000
67,orig_multiple_attractors,12,SSS,the coach that watched the player for the mistake,VBZ,VBZ,False,9,1000
73,orig_multiple_attractors,13,SSS,the father that cleaned the dish near the table,VBZ,VBZ,False,9,1000
79,orig_multiple_attractors,14,SSS,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,9,1000
85,orig_multiple_attractors,15,SSS,the customer that paid the bill in the restaurant,VBZ,VBZ,False,9,1000
91,orig_multiple_attractors,16,SSS,the captain that steered the ship through the storm,VBZ,VBZ,False,9,1000
97,orig_multiple_attractors,17,SSS,the chef that cooked the dinner near the stove,VBZ,VBZ,False,9,1000
103,orig_multiple_attractors,18,SSS,the pilot that flew the airplane around the country,VBZ,VBZ,False,9,1000
109,orig_multiple_attractors,19,SSS,the frog that ate the fly near the pond,VBZ,VBZ,False,9,1000
115,orig_multiple_attractors,20,SSS,the child that played the game with the friend,VBZ,VBZ,False,9,1000
121,orig_multiple_attractors,21,SSS,the guide that helped the student with the test,VBZ,VBZ,False,9,1000
127,orig_multiple_attractors,22,SSS,the brush that painted the image on the wall,VBZ,VBZ,False,9,1000
133,orig_multiple_attractors,23,SSS,the punk that fought the senator in the alley,VBZ,VBZ,False,9,1000
139,orig_multiple_attractors,24,SSS,the speaker that read the story to the student,VBZ,VBZ,False,9,1000
145,orig_multiple_attractors,25,SSS,the teen that wrote the poem about the girl,VBZ,VBZ,False,9,1000
151,orig_multiple_attractors,26,SSS,the child that searched the drawer for the treat,VBZ,VBZ,False,9,1000
157,orig_multiple_attractors,27,SSS,the assistant that checked the mailbox for the letter,VBZ,VBZ,False,9,1000
163,orig_multiple_attractors,28,SSS,the guitarist that performed the solo on the tour,VBZ,VBZ,False,9,1000
169,orig_multiple_attractors,29,SSS,the needle that stabbed the thread into the fabric,VBZ,VBZ,False,9,1000
175,orig_multiple_attractors,30,SSS,the spectator that watched the movie in the theater,VBZ,VBZ,False,9,1000
181,orig_multiple_attractors,31,SSS,the maid that cleaned the bathroom in the house,VBZ,VBZ,False,9,1000
187,orig_multiple_attractors,32,SSS,the fan that drank the beer at the game,VBZ,VBZ,False,9,1000
193,orig_multiple_attractors,33,SSS,the principal that paid the carpenter for the repair,VBZ,VBZ,False,9,1000
199,orig_multiple_attractors,34,SSS,the driver that steered the car into the tree,VBZ,VBZ,False,9,1000
205,orig_multiple_attractors,35,SSS,the volunteer that cooked the meal for the refugee,VBZ,VBZ,False,9,1000
211,orig_multiple_attractors,36,SSS,the conductor that flew the blimp through the cloud,VBZ,VBZ,False,9,1000
1,orig_multiple_attractors,1,SSS,the bird that ate the worm near the tree,VBZ,VBZ,False,10,1000
7,orig_multiple_attractors,2,SSS,the man that played the song for the crowd,VBZ,VBZ,False,10,1000
13,orig_multiple_attractors,3,SSS,the doctor that helped the nurse in the lab,VBZ,VBZ,False,10,1000
19,orig_multiple_attractors,4,SSS,the artist that painted the picture on the canvas,VBZ,VBZ,False,10,1000
25,orig_multiple_attractors,5,SSS,the wrestler that fought the enemy in the ring,VBZ,VBZ,False,10,1000
31,orig_multiple_attractors,6,SSS,the student that read the book near the window,VBZ,VBZ,False,10,1000
37,orig_multiple_attractors,7,SSS,the teacher that wrote the word on the board,VBZ,VBZ,False,10,1000
43,orig_multiple_attractors,8,SSS,the cop that searched the street for the criminal,VBZ,VBZ,False,10,1000
49,orig_multiple_attractors,9,SSS,the banker that checked the account for the error,VBZ,VBZ,False,10,1000
55,orig_multiple_attractors,10,SSS,the actor that performed the show on the stage,VBZ,VBZ,False,10,1000
61,orig_multiple_attractors,11,SSS,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,10,1000
67,orig_multiple_attractors,12,SSS,the coach that watched the player for the mistake,VBZ,VBZ,False,10,1000
73,orig_multiple_attractors,13,SSS,the father that cleaned the dish near the table,VBZ,VBZ,False,10,1000
79,orig_multiple_attractors,14,SSS,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,10,1000
85,orig_multiple_attractors,15,SSS,the customer that paid the bill in the restaurant,VBZ,VBZ,False,10,1000
91,orig_multiple_attractors,16,SSS,the captain that steered the ship through the storm,VBZ,VBZ,False,10,1000
97,orig_multiple_attractors,17,SSS,the chef that cooked the dinner near the stove,VBZ,VBZ,False,10,1000
103,orig_multiple_attractors,18,SSS,the pilot that flew the airplane around the country,VBZ,VBZ,False,10,1000
109,orig_multiple_attractors,19,SSS,the frog that ate the fly near the pond,VBZ,VBZ,False,10,1000
115,orig_multiple_attractors,20,SSS,the child that played the game with the friend,VBZ,VBZ,False,10,1000
121,orig_multiple_attractors,21,SSS,the guide that helped the student with the test,VBZ,VBZ,False,10,1000
127,orig_multiple_attractors,22,SSS,the brush that painted the image on the wall,VBZ,VBZ,False,10,1000
133,orig_multiple_attractors,23,SSS,the punk that fought the senator in the alley,VBZ,VBZ,False,10,1000
139,orig_multiple_attractors,24,SSS,the speaker that read the story to the student,VBZ,VBZ,False,10,1000
145,orig_multiple_attractors,25,SSS,the teen that wrote the poem about the girl,VBZ,VBZ,False,10,1000
151,orig_multiple_attractors,26,SSS,the child that searched the drawer for the treat,VBZ,VBZ,False,10,1000
157,orig_multiple_attractors,27,SSS,the assistant that checked the mailbox for the letter,VBZ,VBZ,False,10,1000
163,orig_multiple_attractors,28,SSS,the guitarist that performed the solo on the tour,VBZ,VBZ,False,10,1000
169,orig_multiple_attractors,29,SSS,the needle that stabbed the thread into the fabric,VBZ,VBZ,False,10,1000
175,orig_multiple_attractors,30,SSS,the spectator that watched the movie in the theater,VBZ,VBZ,False,10,1000
181,orig_multiple_attractors,31,SSS,the maid that cleaned the bathroom in the house,VBZ,VBZ,False,10,1000
187,orig_multiple_attractors,32,SSS,the fan that drank the beer at the game,VBZ,VBZ,False,10,1000
193,orig_multiple_attractors,33,SSS,the principal that paid the carpenter for the repair,VBZ,VBZ,False,10,1000
199,orig_multiple_attractors,34,SSS,the driver that steered the car into the tree,VBZ,VBZ,False,10,1000
205,orig_multiple_attractors,35,SSS,the volunteer that cooked the meal for the refugee,VBZ,VBZ,False,10,1000
211,orig_multiple_attractors,36,SSS,the conductor that flew the blimp through the cloud,VBZ,VBZ,False,10,1000
1,orig_multiple_attractors,1,SSS,the bird that ate the worm near the tree,VBZ,VBZ,False,11,1000
7,orig_multiple_attractors,2,SSS,the man that played the song for the crowd,VBZ,VBZ,False,11,1000
13,orig_multiple_attractors,3,SSS,the doctor that helped the nurse in the lab,VBZ,VBZ,False,11,1000
19,orig_multiple_attractors,4,SSS,the artist that painted the picture on the canvas,VBZ,VBZ,False,11,1000
25,orig_multiple_attractors,5,SSS,the wrestler that fought the enemy in the ring,VBZ,VBZ,False,11,1000
31,orig_multiple_attractors,6,SSS,the student that read the book near the window,VBZ,VBZ,False,11,1000
37,orig_multiple_attractors,7,SSS,the teacher that wrote the word on the board,VBZ,VBZ,False,11,1000
43,orig_multiple_attractors,8,SSS,the cop that searched the street for the criminal,VBZ,VBZ,False,11,1000
49,orig_multiple_attractors,9,SSS,the banker that checked the account for the error,VBZ,VBZ,False,11,1000
55,orig_multiple_attractors,10,SSS,the actor that performed the show on the stage,VBZ,VBZ,False,11,1000
61,orig_multiple_attractors,11,SSS,the assailant that stabbed the victim with the knife,VBZ,VBZ,False,11,1000
67,orig_multiple_attractors,12,SSS,the coach that watched the player for the mistake,VBZ,VBZ,False,11,1000
73,orig_multiple_attractors,13,SSS,the father that cleaned the dish near the table,VBZ,VBZ,False,11,1000
79,orig_multiple_attractors,14,SSS,the lifeguard that drank the soda on the beach,VBZ,VBZ,False,11,1000
85,orig_multiple_attractors,15,SSS,the customer that paid the bill in the restaurant,VBZ,VBZ,False,11,1000
91,orig_multiple_attractors,16,SSS,the captain that steered the ship through the storm,VBZ,VBZ,False,11,1000
97,orig_multiple_attractors,17,SSS,the chef that cooked the dinner near the stove,VBZ,VBZ,False,11,1000
103,orig_multiple_attractors,18,SSS,the pilot that flew the airplane around the country,VBZ,VBZ,False,11,1000
109,orig_multiple_attractors,19,SSS,the frog that ate the fly near the pond,VBZ,VBZ,False,11,1000
115,orig_multiple_attractors,20,SSS,the child that played the game with the friend,VBZ,VBZ,False,11,1000
121,orig_multiple_attractors,21,SSS,the guide that helped the student with the test,VBZ,VBZ,False,11,1000
127,orig_multiple_attractors,22,SSS,the brush that painted the image on the wall,VBZ,VBZ,False,11,1000
133,orig_multiple_attractors,23,SSS,the punk that fought the senator in the alley,VBZ,VBZ,False,11,1000
139,orig_multiple_attractors,24,SSS,the speaker that read the story to the student,VBZ,VBZ,False,11,1000
145,orig_multiple_attractors,25,SSS,the teen that wrote the poem about the girl,VBZ,VBZ,False,11,1000
151,orig_multiple_attractors,26,SSS,the child that searched the drawer for the treat,VBZ,VBZ,False,11,1000
157,orig_multiple_attractors,27,SSS,the assistant that checked the mailbox for the letter,VBZ,VBZ,False,11,1000
163,orig_multiple_attractors,28,SSS,the guitarist that performed the solo on the tour,VBZ,VBZ,False,11,1000
169,orig_multiple_attractors,29,SSS,the needle that stabbed the thread into the fabric,VBZ,VBZ,False,11,1000
175,orig_multiple_attractors,30,SSS,the spectator that watched the movie in the theater,VBZ,VBZ,False,11,1000
181,orig_multiple_attractors,31,SSS,the maid that cleaned the bathroom in the house,VBZ,VBZ,False,11,1000
187,orig_multiple_attractors,32,SSS,the fan that drank the beer at the game,VBZ,VBZ,False,11,1000
193,orig_multiple_attractors,33,SSS,the principal that paid the carpenter for the repair,VBZ,VBZ,False,11,1000
199,orig_multiple_attractors,34,SSS,the driver that steered the car into the tree,VBZ,VBZ,False,11,1000
205,orig_multiple_attractors,35,SSS,the volunteer that cooked the meal for the refugee,VBZ,VBZ,False,11,1000
211,orig_multiple_attractors,36,SSS,the conductor that flew the blimp through the cloud,VBZ,VBZ,False,11,1000
1,orig_multiple_attractors,1,SSS,the bird that ate the worm near the tree,VBZ,VBZ,False,12,1000
7,orig_multiple_attractors,2,SSS,the man that played the song for the crowd,VBZ,VBZ,False,12,1000
13,orig_multiple_attractors,3,SSS,the doctor that helped the nurse in the lab,VBZ,VBZ,False,12,1000
19,orig_multiple_attractors,4,SSS,the artist that painted the picture on the canvas,VBZ,VBZ,False,12,1000
